"customerid","recency","frequency","monetory","r_score","f_score","m_score","customer_segment"
12577,36.0,3,657.8,3,3,3,Other
14818,74.0,3,657.8,2,3,3,At Risk
15648,205.0,2,657.35,1,3,3,At Risk
17459,44.0,2,657.3,3,3,3,Other
15677,50.0,1,657.23,3,2,3,Other
16157,16.0,3,656.6899999999999,4,3,3,Potential Loyalists
13049,65.0,2,656.68,3,3,3,Other
16708,46.0,1,656.63,3,2,3,Other
16127,40.0,1,656.25,3,2,3,Other
14894,86.0,1,655.75,2,2,3,Lost Customers
16444,47.0,4,654.67,3,4,3,Loyal Customers
14651,68.0,2,654.6,3,3,3,Other
17398,115.0,3,653.38,2,3,3,At Risk
18151,135.0,2,653.35,2,3,3,At Risk
13496,11.0,2,653.33,5,3,3,Potential Loyalists
15205,86.0,2,653.24,2,3,3,At Risk
14044,27.0,4,652.82,4,4,3,Loyal Customers
14548,151.0,2,652.8,2,3,3,At Risk
17523,12.0,4,652.74,5,4,3,Loyal Customers
14034,23.0,3,651.82,4,3,3,Potential Loyalists
16734,53.0,3,650.51,3,3,3,Other
16469,24.0,4,650.4300000000001,4,4,3,Loyal Customers
15571,12.0,4,650.43,5,4,3,Loyal Customers
16969,40.0,3,650.41,3,3,3,Other
17373,41.0,4,646.92,3,4,3,Loyal Customers
12589,29.0,2,646.68,4,3,3,Potential Loyalists
15651,37.0,3,646.3,3,3,3,Other
17545,44.0,3,645.96,3,3,3,Other
14855,120.0,2,645.65,2,3,3,At Risk
12719,6.0,2,644.95,5,3,3,Potential Loyalists
17312,139.0,3,644.3000000000001,2,3,3,At Risk
16431,214.0,3,642.81,1,3,3,At Risk
14020,17.0,2,642.8,4,3,3,Potential Loyalists
13034,55.0,2,642.77,3,3,3,Other
15384,170.0,2,642.41,2,3,3,At Risk
17046,158.0,1,642.02,2,2,3,Lost Customers
15297,11.0,3,641.94,5,3,3,Potential Loyalists
12365,292.0,2,641.38,1,3,3,At Risk
12624,107.0,2,641.13,2,3,3,At Risk
13417,5.0,2,640.83,5,3,3,Potential Loyalists
13318,2.0,3,640.76,5,3,3,Potential Loyalists
12631,58.0,1,640.5,3,2,3,Other
14301,118.0,1,640.14,2,2,3,Lost Customers
15919,20.0,2,639.89,4,3,3,Potential Loyalists
17515,32.0,4,639.02,4,4,3,Loyal Customers
18160,58.0,2,638.06,3,3,3,Other
14754,45.0,2,638.05,3,3,3,Other
14664,20.0,2,637.89,4,3,3,Potential Loyalists
14128,61.0,2,637.5,3,3,3,Other
14481,165.0,2,636.51,2,3,3,At Risk
15829,100.0,2,636.14,2,3,3,At Risk
15773,6.0,1,635.6800000000001,5,2,3,Potential Loyalists
14000,212.0,1,635.66,1,2,3,Lost Customers
16139,19.0,3,635.41,4,3,3,Potential Loyalists
17985,23.0,1,634.95,4,2,3,Potential Loyalists
13892,27.0,4,632.97,4,4,3,Loyal Customers
14220,248.0,2,632.4,1,3,3,At Risk
16306,214.0,6,632.27,1,5,3,At Risk
18183,228.0,2,632.07,1,3,3,At Risk
13822,6.0,2,632.0,5,3,3,Potential Loyalists
14021,156.0,3,631.9,2,3,3,At Risk
15244,66.0,2,631.57,3,3,3,Other
13539,86.0,3,631.34,2,3,3,At Risk
17990,237.0,3,630.84,1,3,3,At Risk
13046,31.0,2,629.31,4,3,3,Potential Loyalists
13525,15.0,2,628.78,4,3,3,Potential Loyalists
14687,107.0,1,628.38,2,2,3,Lost Customers
16022,261.0,1,628.28,1,2,3,Lost Customers
15028,9.0,4,627.13,5,4,3,Loyal Customers
13546,13.0,3,626.99,5,3,3,Potential Loyalists
15402,149.0,2,626.77,2,3,3,At Risk
14036,285.0,1,626.65,1,2,3,Lost Customers
13914,12.0,2,626.45,5,3,3,Potential Loyalists
14382,27.0,1,626.07,4,2,3,Potential Loyalists
16750,45.0,5,623.93,3,4,3,Loyal Customers
16718,370.0,1,623.75,1,2,3,Lost Customers
12649,108.0,3,623.51,2,3,3,At Risk
15147,241.0,1,623.5,1,2,3,Lost Customers
13368,257.0,2,623.4,1,3,3,At Risk
15258,169.0,2,623.16,2,3,3,At Risk
17499,290.0,1,622.88,1,2,3,Lost Customers
15182,155.0,2,622.85,2,3,3,At Risk
17460,95.0,6,622.43,2,5,3,At Risk
15768,116.0,3,621.83,2,3,3,At Risk
18217,30.0,2,621.75,4,3,3,Potential Loyalists
16915,10.0,6,621.68,5,4,3,Loyal Customers
17640,87.0,1,621.66,2,2,3,Lost Customers
14152,76.0,2,621.29,2,3,3,At Risk
13402,128.0,2,621.23,2,3,3,At Risk
16141,89.0,1,620.4,2,2,3,Lost Customers
12667,59.0,1,620.13,3,2,3,Other
14529,61.0,3,620.04,3,3,3,Other
13493,276.0,2,618.63,1,3,3,At Risk
16613,71.0,1,618.59,3,2,3,Other
13145,40.0,4,618.52,3,4,3,Loyal Customers
12596,52.0,2,618.27,3,3,3,Other
16134,22.0,2,618.09,4,3,3,Potential Loyalists
13301,104.0,4,618.09,2,4,3,At Risk
14593,22.0,3,617.99,4,3,3,Potential Loyalists
14377,192.0,2,617.05,1,3,3,At Risk
16442,2.0,3,616.79,5,3,3,Potential Loyalists
16311,18.0,2,616.26,4,3,3,Potential Loyalists
14905,158.0,2,616.15,2,3,3,At Risk
16005,13.0,4,615.39,5,4,3,Loyal Customers
15275,38.0,1,615.14,3,2,3,Other
16566,16.0,5,614.66,4,4,3,Loyal Customers
16116,212.0,1,612.78,1,2,3,Lost Customers
12513,113.0,1,612.29,2,2,3,Lost Customers
18149,51.0,3,612.08,3,3,3,Other
15232,114.0,2,612.06,2,3,3,At Risk
15645,19.0,1,612.01,4,2,3,Potential Loyalists
16109,219.0,2,611.88,1,3,3,At Risk
16763,199.0,1,611.85,1,2,3,Lost Customers
13731,220.0,2,610.59,1,3,3,At Risk
12673,6.0,2,610.52,5,3,3,Potential Loyalists
15795,150.0,1,610.01,2,2,3,Lost Customers
13357,258.0,1,609.95,1,2,3,Lost Customers
14636,37.0,2,609.85,3,3,3,Other
13933,110.0,2,608.79,2,3,3,At Risk
12933,25.0,3,607.53,4,3,3,Potential Loyalists
15573,32.0,2,607.45,4,3,3,Potential Loyalists
17119,4.0,2,606.91,5,3,3,Potential Loyalists
14710,15.0,4,606.13,4,4,3,Loyal Customers
17849,219.0,4,605.8000000000001,1,4,3,At Risk
14133,130.0,3,605.64,2,3,3,At Risk
13888,120.0,2,605.63,2,3,3,At Risk
17507,262.0,2,605.58,1,3,3,At Risk
13233,75.0,2,605.12,2,3,3,At Risk
13558,6.0,4,605.0600000000001,5,4,3,Loyal Customers
14323,115.0,2,605.06,2,3,3,At Risk
14675,17.0,1,604.75,4,2,3,Potential Loyalists
17664,19.0,2,604.64,4,3,3,Potential Loyalists
12944,36.0,2,604.51,3,3,3,Other
16732,32.0,1,603.75,4,2,3,Potential Loyalists
12556,51.0,2,603.71,3,3,3,Other
12707,292.0,1,603.42,1,2,3,Lost Customers
17259,149.0,2,603.37,2,3,3,At Risk
15366,76.0,2,602.51,2,3,3,At Risk
17890,323.0,2,602.09,1,3,3,At Risk
12654,11.0,5,601.98,5,4,3,Loyal Customers
14609,73.0,4,601.56,2,4,3,At Risk
16654,142.0,4,601.27,2,4,3,At Risk
12420,64.0,1,600.39,3,2,3,Other
18211,26.0,5,600.07,4,4,3,Loyal Customers
13243,204.0,1,600.07,1,2,3,Lost Customers
12872,327.0,2,599.97,1,3,3,At Risk
12521,143.0,1,599.68,2,2,3,Lost Customers
14965,97.0,2,599.0,2,3,3,At Risk
17420,51.0,3,598.83,3,3,3,Other
14467,18.0,4,598.76,4,4,3,Loyal Customers
15720,25.0,1,598.73,4,2,3,Potential Loyalists
13311,5.0,2,598.5699999999999,5,3,3,Potential Loyalists
16298,23.0,3,598.2,4,3,3,Potential Loyalists
13959,80.0,3,598.2,2,3,3,At Risk
14108,31.0,2,597.91,4,3,3,Potential Loyalists
17864,13.0,3,597.5,5,3,3,Potential Loyalists
16788,124.0,2,597.48,2,3,3,At Risk
14645,157.0,2,597.09,2,3,3,At Risk
15381,214.0,2,596.85,1,3,3,At Risk
18246,24.0,2,596.1,4,3,3,Potential Loyalists
17658,26.0,2,595.42,4,3,3,Potential Loyalists
14284,31.0,2,595.25,4,3,3,Potential Loyalists
16325,47.0,3,594.24,3,3,3,Other
12917,129.0,1,594.0,2,2,3,Lost Customers
15442,249.0,1,594.0,1,2,3,Lost Customers
16535,6.0,1,593.75,5,2,3,Potential Loyalists
18232,82.0,4,592.97,2,4,3,At Risk
16203,59.0,4,592.9,3,4,3,Loyal Customers
14692,138.0,4,591.55,2,4,3,At Risk
13276,64.0,2,590.93,3,3,3,Other
13452,260.0,2,590.0,1,3,3,At Risk
13270,367.0,1,590.0,1,2,3,Lost Customers
14882,27.0,2,589.7,4,3,3,Potential Loyalists
18123,25.0,2,589.4399999999999,4,3,3,Potential Loyalists
16723,92.0,2,589.15,2,3,3,At Risk
16838,198.0,2,588.85,1,3,3,At Risk
14338,162.0,2,588.22,2,3,3,At Risk
15624,117.0,4,588.13,2,4,3,At Risk
17351,37.0,3,587.15,3,3,3,Other
17014,9.0,3,586.33,5,3,3,Potential Loyalists
17360,18.0,3,585.79,4,3,3,Potential Loyalists
12384,29.0,2,585.27,4,3,3,Potential Loyalists
15222,319.0,1,585.0,1,2,3,Lost Customers
16384,90.0,2,584.5,2,3,3,At Risk
16072,289.0,1,584.3199999999999,1,2,3,Lost Customers
14023,8.0,2,584.0699999999999,5,3,3,Potential Loyalists
13557,29.0,2,584.06,4,3,3,Potential Loyalists
15762,66.0,2,583.75,3,3,3,Other
12426,195.0,1,582.73,1,2,3,Lost Customers
13427,20.0,3,582.6,4,3,3,Potential Loyalists
17970,212.0,1,582.59,1,2,3,Lost Customers
12695,8.0,4,582.1,5,4,3,Loyal Customers
18095,313.0,2,580.05,1,3,3,At Risk
16906,82.0,4,579.77,2,4,3,At Risk
17142,240.0,1,579.0,1,2,3,Lost Customers
13292,39.0,2,578.94,3,3,3,Other
17540,25.0,2,578.9,4,3,3,Potential Loyalists
12601,190.0,5,577.06,1,4,3,At Risk
14176,298.0,4,576.9,1,4,3,At Risk
16916,24.0,2,576.26,4,3,3,Potential Loyalists
15830,38.0,1,576.0,3,2,3,Other
15550,5.0,4,575.63,5,4,3,Loyal Customers
16345,45.0,1,575.41,3,2,3,Other
13487,58.0,3,575.4,3,3,3,Other
14167,40.0,4,574.84,3,4,3,Loyal Customers
14400,150.0,1,574.7,2,2,3,Lost Customers
12784,10.0,2,574.42,5,3,3,Potential Loyalists
15339,67.0,2,574.07,3,3,3,Other
15303,291.0,1,574.02,1,2,3,Lost Customers
12879,45.0,3,573.22,3,3,3,Other
15415,314.0,1,572.81,1,2,3,Lost Customers
13379,27.0,3,572.56,4,3,3,Potential Loyalists
13405,75.0,3,572.451,2,3,3,At Risk
12816,96.0,2,572.2,2,3,3,At Risk
13816,24.0,2,571.67,4,3,3,Potential Loyalists
17616,174.0,3,571.1999999999999,2,3,3,At Risk
15821,45.0,2,570.96,3,3,3,Other
15315,65.0,2,570.5,3,3,3,Other
14592,36.0,3,570.46,3,3,3,Other
16667,69.0,2,570.13,3,3,3,Other
13939,24.0,3,568.55,4,3,3,Potential Loyalists
13321,73.0,2,567.36,2,3,3,At Risk
17897,173.0,3,566.6,2,3,3,At Risk
18150,33.0,3,566.58,4,3,3,Potential Loyalists
16278,101.0,1,566.38,2,2,3,Lost Customers
13894,24.0,3,564.62,4,3,3,Potential Loyalists
15344,1.0,3,563.9399999999999,5,3,3,Potential Loyalists
16933,2.0,2,563.23,5,3,3,Potential Loyalists
14753,88.0,1,563.15,2,2,3,Lost Customers
17265,139.0,2,562.9,2,3,3,At Risk
12414,218.0,3,562.41,1,3,3,At Risk
12559,311.0,2,561.71,1,3,3,At Risk
13946,80.0,3,561.57,2,3,3,At Risk
15655,244.0,1,560.67,1,2,3,Lost Customers
13044,292.0,1,560.47,1,2,3,Lost Customers
14273,52.0,4,559.97,3,4,3,Loyal Customers
16275,197.0,1,559.87,1,2,3,Lost Customers
18043,25.0,3,559.51,4,3,3,Potential Loyalists
14177,87.0,4,559.41,2,4,3,At Risk
12866,284.0,1,559.12,1,2,3,Lost Customers
17503,3.0,2,558.96,5,3,3,Potential Loyalists
12987,74.0,2,558.7,2,3,3,At Risk
13800,310.0,1,558.3199999999999,1,2,3,Lost Customers
13260,62.0,1,557.62,3,2,3,Other
17955,199.0,4,557.3,1,4,3,At Risk
17295,29.0,3,556.95,4,3,3,Potential Loyalists
16385,61.0,3,555.89,3,3,3,Other
14805,16.0,4,554.65,4,4,3,Loyal Customers
14891,149.0,2,554.38,2,3,3,At Risk
14618,10.0,3,553.44,5,3,3,Potential Loyalists
15068,47.0,2,553.36,3,3,3,Other
12363,110.0,2,552.0,2,3,3,At Risk
17674,75.0,2,551.04,2,3,3,At Risk
17291,309.0,1,550.8,1,2,3,Lost Customers
17235,26.0,2,550.0600000000001,4,3,3,Potential Loyalists
12390,80.0,1,549.84,2,2,3,Lost Customers
16340,108.0,1,549.07,2,2,3,Lost Customers
16536,111.0,1,548.97,2,2,3,Lost Customers
16031,93.0,2,548.94,2,3,3,At Risk
14474,47.0,1,547.66,3,2,3,Other
16811,5.0,2,547.0699999999999,5,3,3,Potential Loyalists
17637,32.0,2,547.06,4,3,3,Potential Loyalists
16211,89.0,1,547.02,2,2,3,Lost Customers
17520,54.0,1,546.81,3,2,3,Other
12743,135.0,2,546.43,2,3,3,At Risk
14997,47.0,3,546.2,3,3,3,Other
17806,12.0,1,546.04,5,2,3,Potential Loyalists
12793,335.0,2,545.48,1,3,3,At Risk
16475,89.0,4,544.3,2,4,3,At Risk
13617,41.0,3,544.18,3,3,3,Other
13390,75.0,1,544.08,2,2,3,Lost Customers
16927,116.0,3,543.05,2,3,3,At Risk
13278,41.0,1,542.73,3,2,3,Other
16230,190.0,2,542.03,1,3,3,At Risk
17447,41.0,2,541.53,3,3,3,Other
17557,15.0,3,541.46,4,3,3,Potential Loyalists
13874,359.0,1,540.45,1,2,3,Lost Customers
13812,43.0,3,539.0,3,3,3,Other
14496,312.0,2,538.81,1,3,3,At Risk
15452,30.0,3,538.73,4,3,3,Potential Loyalists
15469,51.0,2,538.55,3,3,3,Other
15539,8.0,1,538.46,5,2,3,Potential Loyalists
17062,314.0,4,538.37,1,4,3,At Risk
17345,16.0,4,537.74,4,4,3,Loyal Customers
14539,16.0,2,537.48,4,3,3,Potential Loyalists
16206,55.0,4,537.06,3,4,3,Loyal Customers
15043,32.0,1,537.0,4,2,3,Potential Loyalists
16804,24.0,3,536.99,4,3,3,Potential Loyalists
16233,72.0,3,536.68,3,3,3,Other
15535,174.0,4,536.4,2,4,3,At Risk
16142,250.0,1,535.34,1,2,3,Lost Customers
12988,293.0,1,535.32,1,2,3,Lost Customers
13000,107.0,3,534.85,2,3,3,At Risk
13385,330.0,1,534.57,1,2,3,Lost Customers
13434,75.0,2,534.24,2,3,3,At Risk
17443,220.0,1,534.24,1,2,3,Lost Customers
13217,123.0,3,533.98,2,3,3,At Risk
15433,214.0,2,533.3,1,3,3,At Risk
15756,62.0,4,532.96,3,4,3,Loyal Customers
15825,173.0,1,532.94,2,2,3,Lost Customers
16706,38.0,3,531.35,3,3,3,Other
14265,110.0,2,530.18,2,3,3,At Risk
18159,302.0,1,530.15,1,2,3,Lost Customers
14002,135.0,2,529.73,2,3,3,At Risk
14463,99.0,3,529.62,2,3,3,At Risk
16185,17.0,2,529.41,4,3,3,Potential Loyalists
17631,2.0,3,528.33,5,3,3,Potential Loyalists
16602,37.0,1,528.08,3,2,3,Other
12479,12.0,1,527.2,5,2,3,Potential Loyalists
17623,33.0,1,527.05,4,2,3,Potential Loyalists
18252,51.0,2,526.67,3,3,3,Other
16892,2.0,5,525.54,5,4,3,Loyal Customers
17290,4.0,2,525.24,5,3,3,Potential Loyalists
17429,129.0,3,524.92,2,3,3,At Risk
15467,10.0,3,524.88,5,3,3,Potential Loyalists
15891,227.0,1,524.52,1,2,3,Lost Customers
13721,37.0,1,524.14,3,2,3,Other
17329,15.0,2,523.11,4,3,3,Potential Loyalists
18017,82.0,3,523.0,2,3,3,At Risk
17712,45.0,1,522.91,3,2,3,Other
14871,4.0,4,522.38,5,4,3,Loyal Customers
12863,53.0,1,521.2,3,2,3,Other
15149,134.0,1,520.8,2,2,3,Lost Customers
14873,211.0,1,519.68,1,2,3,Lost Customers
12571,40.0,2,519.61,3,3,3,Other
13643,32.0,3,519.44,4,3,3,Potential Loyalists
16955,185.0,4,518.67,1,4,3,At Risk
16650,72.0,1,518.42,3,2,3,Other
15030,72.0,2,518.28,3,3,3,Other
16135,263.0,1,517.55,1,2,3,Lost Customers
17454,193.0,4,517.53,1,4,3,At Risk
18205,37.0,2,517.36,3,3,3,Other
13043,274.0,1,516.42,1,2,3,Lost Customers
15882,199.0,4,516.36,1,4,3,At Risk
15809,37.0,5,515.77,3,4,3,Loyal Customers
12811,261.0,3,514.85,1,3,3,At Risk
15246,239.0,2,514.15,1,3,3,At Risk
13005,174.0,2,513.7,2,3,3,At Risk
17513,73.0,1,513.1999999999999,2,2,3,Lost Customers
17805,74.0,1,512.31,2,2,3,Lost Customers
17480,78.0,1,511.82,2,2,3,Lost Customers
12582,239.0,2,511.36,1,3,3,At Risk
14851,24.0,2,511.35,4,3,3,Potential Loyalists
16561,6.0,2,511.12,5,3,3,Potential Loyalists
15406,32.0,2,510.71,4,3,3,Potential Loyalists
12904,19.0,2,509.58,4,3,3,Potential Loyalists
12436,100.0,1,509.01,2,2,3,Lost Customers
16898,27.0,3,508.81,4,3,3,Potential Loyalists
15417,86.0,1,508.8,2,2,3,Lost Customers
17391,164.0,2,508.8,2,3,3,At Risk
14317,65.0,1,508.58,3,2,3,Other
17958,117.0,1,508.46000000000004,2,2,3,Lost Customers
17415,80.0,1,507.84,2,2,3,Lost Customers
14158,41.0,1,507.65999999999997,3,2,3,Other
14820,22.0,4,507.29,4,4,3,Loyal Customers
15721,12.0,1,507.08,5,2,3,Potential Loyalists
16960,39.0,3,507.05,3,3,3,Other
13885,190.0,2,506.8,1,3,3,At Risk
16614,183.0,1,506.19,1,2,3,Lost Customers
14014,78.0,1,505.18,2,2,3,Lost Customers
15081,23.0,5,504.8,4,4,3,Loyal Customers
12991,24.0,2,503.76,4,3,3,Potential Loyalists
17630,170.0,2,503.6,2,3,3,At Risk
16863,32.0,2,502.8,4,3,3,Potential Loyalists
15006,52.0,1,502.09,3,2,3,Other
13865,59.0,4,501.56,3,4,3,Loyal Customers
15881,313.0,5,501.39,1,4,3,At Risk
13116,139.0,1,501.14,2,2,3,Lost Customers
13247,18.0,4,501.12,4,4,3,Loyal Customers
16616,16.0,2,500.42,4,3,3,Potential Loyalists
15389,173.0,1,500.0,2,2,3,Lost Customers
14958,148.0,3,499.68,2,3,3,At Risk
14077,41.0,5,499.42,3,4,3,Loyal Customers
15193,61.0,1,499.32,3,2,3,Other
14681,72.0,3,498.95,3,3,3,Other
16488,34.0,3,498.8,3,3,3,Other
15142,47.0,1,498.74,3,2,3,Other
17053,131.0,1,498.48,2,2,3,Lost Customers
17298,102.0,2,498.42,2,3,3,At Risk
16820,96.0,1,497.61,2,2,3,Lost Customers
17495,8.0,2,497.56,5,3,3,Potential Loyalists
16368,3.0,2,497.43,5,3,3,Potential Loyalists
15300,65.0,1,496.44,3,2,3,Other
15018,39.0,3,496.21,3,3,3,Other
17374,219.0,2,495.77,1,3,3,At Risk
15448,313.0,1,494.64,1,2,3,Lost Customers
16352,18.0,2,494.44,4,3,3,Potential Loyalists
17333,86.0,1,494.25,2,2,3,Lost Customers
12763,139.0,2,494.08,2,3,3,At Risk
15877,2.0,2,493.28000000000003,5,3,3,Potential Loyalists
13176,47.0,1,492.84,3,2,3,Other
14270,332.0,1,492.65,1,2,3,Lost Customers
15507,172.0,1,492.36,2,2,3,Lost Customers
13732,29.0,1,491.86,4,2,3,Potential Loyalists
14236,81.0,2,490.86,2,3,3,At Risk
15000,48.0,1,490.52,3,2,3,Other
14416,23.0,2,490.22,4,3,2,Potential Loyalists
18074,374.0,1,489.6,1,2,2,Lost Customers
12809,178.0,1,489.31,2,2,2,Lost Customers
17361,50.0,3,488.2,3,3,2,Other
14396,66.0,2,487.99,3,3,2,Other
15165,374.0,1,487.75,1,2,2,Lost Customers
16643,246.0,1,487.51,1,2,2,Lost Customers
13338,158.0,1,487.02,2,2,2,Lost Customers
13675,152.0,2,486.82,2,3,2,Other
17453,18.0,2,486.72,4,3,2,Potential Loyalists
15287,23.0,2,486.69,4,3,2,Potential Loyalists
13153,6.0,1,486.22,5,2,2,Potential Loyalists
12639,239.0,1,486.1,1,2,2,Lost Customers
15109,246.0,1,484.95,1,2,2,Lost Customers
16999,24.0,2,484.82,4,3,2,Potential Loyalists
16504,26.0,1,484.38,4,2,2,Potential Loyalists
16518,62.0,2,484.32,3,3,2,Other
14130,320.0,1,483.86,1,2,2,Lost Customers
13531,206.0,2,483.8,1,3,2,Other
12808,37.0,3,483.65,3,3,2,Other
14147,79.0,2,483.4,2,3,2,Other
17555,20.0,2,483.26,4,3,2,Potential Loyalists
14450,181.0,3,483.25,1,3,2,Other
16603,75.0,2,482.46999999999997,2,3,2,Other
17950,73.0,3,482.2,2,3,2,Other
12504,19.0,2,482.05,4,3,2,Potential Loyalists
16693,69.0,2,482.01,3,3,2,Other
18216,32.0,1,481.75,4,2,2,Potential Loyalists
15091,68.0,1,480.71,3,2,2,Other
16812,361.0,1,479.34999999999997,1,2,2,Lost Customers
16008,24.0,3,478.78000000000003,4,3,2,Potential Loyalists
15589,256.0,3,478.53,1,3,2,Other
16768,48.0,3,478.09000000000003,3,3,2,Other
12644,130.0,1,477.90999999999997,2,2,2,Lost Customers
13092,71.0,5,477.83,3,4,2,Loyal Customers
14320,207.0,2,477.78999999999996,1,3,2,Other
12447,244.0,1,476.49,1,2,2,Lost Customers
18176,359.0,1,476.34999999999997,1,2,2,Lost Customers
14853,25.0,2,475.79999999999995,4,3,2,Potential Loyalists
14497,310.0,1,475.37,1,2,2,Lost Customers
15780,184.0,3,475.28000000000003,1,3,2,Other
15349,159.0,2,473.81,2,3,2,Other
15557,29.0,1,473.65,4,2,2,Potential Loyalists
16374,67.0,2,473.03,3,3,2,Other
14013,111.0,3,473.02,2,3,2,Other
16038,8.0,3,471.78,5,3,2,Potential Loyalists
17964,32.0,2,471.7,4,3,2,Potential Loyalists
16885,16.0,3,471.51,4,3,2,Potential Loyalists
13066,25.0,2,470.8,4,3,2,Potential Loyalists
15963,20.0,2,470.76,4,3,2,Potential Loyalists
14431,303.0,1,470.36,1,2,2,Lost Customers
15471,3.0,1,469.48,5,2,2,Potential Loyalists
15026,81.0,3,469.0,2,3,2,Other
14896,205.0,2,468.77,1,3,2,Other
13171,22.0,3,468.41,4,3,2,Potential Loyalists
14335,17.0,2,468.26,4,3,2,Potential Loyalists
14029,64.0,2,467.66,3,3,2,Other
15468,52.0,2,467.51,3,3,2,Other
13579,15.0,2,467.04,4,3,2,Potential Loyalists
14205,17.0,2,466.7,4,3,2,Potential Loyalists
13248,125.0,2,465.68,2,3,2,Other
15036,73.0,3,465.55,2,3,2,Other
17140,248.0,1,465.32,1,2,2,Lost Customers
16742,47.0,1,464.9,3,2,2,Other
13928,11.0,4,464.57,5,4,2,Loyal Customers
16586,249.0,1,463.95,1,2,2,Lost Customers
14967,50.0,1,463.8,3,2,2,Other
12787,10.0,3,463.66,5,3,2,Potential Loyalists
17418,43.0,2,463.46,3,3,2,Other
14489,208.0,1,463.38,1,2,2,Lost Customers
12945,289.0,1,462.95,1,2,2,Lost Customers
14331,125.0,2,462.65999999999997,2,3,2,Other
14470,12.0,2,461.19,5,3,2,Potential Loyalists
12391,22.0,1,460.89,4,2,2,Potential Loyalists
16824,16.0,2,460.64,4,3,2,Potential Loyalists
16805,174.0,2,460.59,2,3,2,Other
12491,39.0,1,460.4,3,2,2,Other
12355,215.0,1,459.4,1,2,2,Lost Customers
16589,72.0,3,459.24,3,3,2,Other
17880,365.0,1,458.92,1,2,2,Lost Customers
15754,52.0,3,458.57,3,3,2,Other
13506,317.0,2,458.52,1,3,2,Other
17392,307.0,2,457.91,1,3,2,Other
15092,216.0,2,457.81,1,3,2,Other
15121,51.0,2,457.71999999999997,3,3,2,Other
12375,11.0,2,457.5,5,3,2,Potential Loyalists
13398,193.0,1,457.34000000000003,1,2,2,Lost Customers
12564,262.0,1,456.9,1,2,2,Lost Customers
12999,197.0,3,455.88,1,3,2,Other
14513,101.0,3,455.59000000000003,2,3,2,Other
15585,177.0,1,455.3,2,2,2,Lost Customers
16529,191.0,1,455.25,1,2,2,Lost Customers
13485,234.0,1,454.24,1,2,2,Lost Customers
15475,78.0,1,454.11,2,2,2,Lost Customers
17564,25.0,3,454.01,4,3,2,Potential Loyalists
18158,10.0,2,453.4,5,3,2,Potential Loyalists
12729,114.0,1,453.01,2,2,2,Lost Customers
18071,258.0,2,453.0,1,3,2,Other
14184,67.0,1,452.89,3,2,2,Other
12591,318.0,1,452.84999999999997,1,2,2,Lost Customers
12970,8.0,4,452.24,5,4,2,Loyal Customers
16574,72.0,1,451.44,3,2,2,Other
15802,143.0,1,451.42,2,2,2,Lost Customers
14173,11.0,4,450.84,5,4,2,Loyal Customers
17040,138.0,1,449.72999999999996,2,2,2,Lost Customers
13489,106.0,4,449.52,2,4,2,Other
12448,45.0,1,449.45,3,2,2,Other
15739,67.0,1,449.12,3,2,2,Other
17579,5.0,3,448.9,5,3,2,Potential Loyalists
14780,55.0,2,447.68,3,3,2,Other
15646,158.0,3,447.64,2,3,2,Other
15456,284.0,3,447.21999999999997,1,3,2,Other
15368,22.0,1,446.94,4,2,2,Potential Loyalists
15889,157.0,2,446.87,2,3,2,Other
14149,221.0,1,446.62,1,2,2,Lost Customers
17370,73.0,4,446.18,2,4,2,Other
17190,59.0,2,444.74,3,3,2,Other
18006,24.0,1,444.68,4,2,2,Potential Loyalists
14638,51.0,1,443.6,3,2,2,Other
16404,71.0,1,443.05,3,2,2,Other
18222,93.0,1,443.0,2,2,2,Lost Customers
14093,13.0,1,442.85,5,2,2,Potential Loyalists
12579,79.0,1,440.42,2,2,2,Lost Customers
15524,25.0,1,440.0,4,2,2,Potential Loyalists
14022,226.0,1,440.0,1,2,2,Lost Customers
18233,326.0,1,440.0,1,2,2,Lost Customers
13954,2.0,2,439.92,5,3,2,Potential Loyalists
16025,30.0,1,439.65999999999997,4,2,2,Potential Loyalists
13359,64.0,1,439.56,3,2,2,Other
16968,5.0,2,439.43,5,3,2,Potential Loyalists
13358,269.0,1,439.03,1,2,2,Lost Customers
14272,74.0,2,437.96,2,3,2,Other
12552,39.0,2,437.82,3,3,2,Other
16034,197.0,3,437.7,1,3,2,Other
12592,93.0,2,437.6,2,3,2,Other
15553,61.0,1,437.23,3,2,2,Other
16084,300.0,1,436.18,1,2,2,Lost Customers
15551,37.0,1,436.06,3,2,2,Other
16948,139.0,3,435.02,2,3,2,Other
14910,3.0,4,434.35,5,4,2,Loyal Customers
14460,111.0,3,434.34,2,3,2,Other
12493,166.0,2,433.74,2,3,2,Other
17035,246.0,2,433.53,1,3,2,Other
14157,20.0,2,432.88,4,3,2,Potential Loyalists
16236,79.0,1,432.2,2,2,2,Lost Customers
16881,67.0,1,432.0,3,2,2,Other
15976,166.0,2,430.94,2,3,2,Other
18106,330.0,1,430.7,1,2,2,Lost Customers
12452,17.0,2,430.57,4,3,2,Potential Loyalists
13245,51.0,1,430.5,3,2,2,Other
12795,19.0,1,430.48,4,2,2,Potential Loyalists
12827,6.0,3,430.15,5,3,2,Potential Loyalists
14998,171.0,2,429.87,2,3,2,Other
15450,31.0,1,429.84,4,2,2,Potential Loyalists
